English_Term,Italian_Translation,Italian_IPA,English_Sentence,Italian_Sentence_Translation,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
think,pensare,/pensare/,I think I’ll kill myself.,Penso che mi ucciderò.,/pɛnso ke mɪ ʊtʃːideɾɔ./,A1,Food,"A1,Food",
third,terzo,/tɛrtso/,This is the third ground.,Questo è il terzo terreno.,/kwesto ɛ il tɛrtso terɾeno./,A1,Social,"A1,Social",
thirsty,sete,/sete/,I am thirsty and will drink.,Ho sete e berrò.,/o sete e berɾɔ./,A1,Grammar,"A1,Grammar",
thirteen,tredici,/treditʃɪ/,The group of thirteen is finished.,Il gruppo dei tredici è finito.,/il ɡrupːo deɪ treditʃɪ e finito./,A1,Time & Quantity,"A1,Time & Quantity",
thirty,trenta,/trenta/,"It’s been thirty years, householder.","Sono passati trent'anni, padrone di casa.","/sono passatɪ trentaːnnɪ, padrone dɪ kaza./",A1,Time & Quantity,"A1,Time & Quantity",
this,questo,/kwesto/,This was a bright idea.,È stata un'idea brillante.,/e stata ʊnidɛa brillante./,A1,,A1,
those,quelli,/kwellɪ/,You go wake those maids.,Vai a svegliare le cameriere.,/vaj a zveʎare le kameriɛre./,A1,,A1,
thousand,mille,/mille/,"I beg a thousand pardons, ’ said Mr.","Chiedo mille scuse"", ha detto Mr.","/kjedo mille skuze"", a detːo ɛmmeɛrɾe./",A1,Time & Quantity,"A1,Time & Quantity",
three,tre,/tre/,It is now three o’clock.,Sono le tre del pomeriggio.,/sono le tre del pomeridʒːo./,A1,Time & Quantity,"A1,Time & Quantity",
through,attraverso,/atːravɛrso/,"You are going through, sir?","Sta passando, signore?","/sta passando, siɲore?/",A1,Grammar,"A1,Grammar",
throw,lancio,/lantʃo/,What did you throw in?,Cosa ci hai buttato dentro?,/kɔza tʃɪ aj bʊtːato dentro?/,A1,Food,"A1,Food",
ticket,biglietto,/biʎetːo/,"We must purchase our tickets, ’ said Mr.","Dobbiamo acquistare i nostri biglietti"", ha detto Mr.","/dobːjamo akːwistare i nɔstrɪ biʎetːɪ"", a detːo ɛmmeɛrɾe./",A1,Social,"A1,Social",
tiger,tigre,/tiɡre/,"Tigers, not daughters, what have you perform’d?","Tigri, non figlie, cosa avete fatto?","/tiɡrɪ, non fiʎe, kɔza avete fatːo?/",A1,Social,"A1,Social",
tight,stretto,/stretːo/,"But, it was bound too tight for that.",Ma era legato troppo stretto per poterlo fare.,/ma ɛra leɡato trɔpːo stretːo per potɛrlo fare./,A1,Grammar,"A1,Grammar",
time,tempo,/tɛmpo/,These are the four times.,Questi sono i quattro tempi.,/kwestɪ sono i kwatːro tɛmpɪ./,A1,Time & Quantity,"A1,Time & Quantity",
tired,stanco,/stanko/,"I was tired, so tired!","Ero stanca, molto stanca!","/ɛro stanka, molto stanka!/",A1,Grammar,"A1,Grammar",
title,titolo,/titolo/,We shall make good our title.,Faremo valere il nostro titolo.,/farɛmo valere il nɔstro titolo./,A1,Social,"A1,Social",
to,a,/aː/,What are they to me!,Cosa sono per me!,/kɔza sono per me!/,A1,,A1,
today,oggi,/ɔdʒːɪ/,Do you expect them today?,Li aspettate oggi?,/lɪ aspetːate ɔdʒːɪ?/,A1,Time & Quantity,"A1,Time & Quantity",
together,insieme,/insɪɛme/,They have long dwelt together.,Hanno vissuto a lungo insieme.,/anno vissuto a luŋɡo insɪɛme./,A1,Grammar,"A1,Grammar",
toilet,WC,/dopːjavʊtʃi/,"Here, come in, ’ said Nicholas, when he had completed his toilet.","Vieni, entra"", disse Nicholas, quando ebbe completato la sua toilette.","/vjɛnɪ, entra"", disse nikolas, kwando ɛbːe kompletato la sʊa twaletː./",A1,Shopping,"A1,Shopping",
tomato,pomodoro,/pomodɔro/,What are the principal compounds of tomatoes?,Quali sono i principali composti del pomodoro?,/kwalɪ sono i printʃipalɪ kompostɪ del pomodɔro?/,A1,Food,"A1,Food",
tomorrow,domani,/domanɪ/,"We will try, tomorrow morning.","Ci proveremo, domani mattina.","/tʃɪ proverɛmo, domanɪ matːina./",A1,Time & Quantity,"A1,Time & Quantity",
tonight,stasera,/sta sera/,How dull you are tonight!,Come sei noioso stasera!,/kome sɛi noiozo sta sera!/,A1,Time & Quantity,"A1,Time & Quantity",
too,anche,/anke/,I know you too well.,Ti conosco troppo bene.,/tɪ konosko trɔpːo bɛne./,A1,Grammar,"A1,Grammar",
tool,strumento,/strʊmento/,"Sirs, take you to your tools.","Signori, vi porto ai vostri strumenti.","/siɲorɪ, vɪ pɔrto aj vɔstrɪ strʊmentɪ./",A1,Social,"A1,Social",
tooth,dente,/dɛnte/,"Was it a sharp tooth, hey?",Era un dente affilato?,/ɛra ʊn dɛnte affilato?/,A1,Shopping,"A1,Shopping",
top,top,/tɔp/,"Those at the top are ""off.","Quelli in alto sono ""spenti"".","/kwellɪ in alto sono ""spɛntɪ""./",A1,Time & Quantity,"A1,Time & Quantity",
topic,argomento,/arɡomento/,This is a topic for recollection.,Questo è un argomento da ricordare.,/kwesto ɛ ʊn arɡomento da rikordare./,A1,Social,"A1,Social",
touch,toccare,/tokːare/,If I might touch him!,Se potessi toccarlo!,/se potessɪ tokːarlo!/,A1,Social,"A1,Social",
tourist,turista,/tʊrista/,"It was, in fact, real tourist weather.","Si trattava, infatti, di un vero e proprio clima turistico.","/sɪ tratːava, infatːɪ, dɪ ʊn vero e prɔprio klima tʊristiko./",A1,Social,"A1,Social",
towel,asciugamano,/aʃʊɡamano/,"Get behind the door, old chap, and have the jack-towel betwixt you.","Vai dietro la porta, vecchio mio, e tieni lo strofinaccio tra le mani.","/vaj djɛtro la pɔrta, vɛkːio mio, e tjɛnɪ lo strofinatʃːo tra le manɪ./",A1,Shopping,"A1,Shopping",
tower,torre,/torɾe/,"What, shall we toward the Tower?","Che facciamo, andiamo verso la Torre?","/ke fatʃːamo, andjamo vɛrso la torɾe?/",A1,Shopping,"A1,Shopping",
town,città,/tʃitːa/,He is away from town.,È lontano dalla città.,/e lontano dalla tʃitːa./,A1,Social,"A1,Social",
toy,giocattolo,/dʒokatːolo/,Shall we fall foul for toys?,Dovremmo cadere in fallo per i giocattoli?,/dovremmo kadere in fallo per i dʒokatːolɪ?/,A1,Shopping,"A1,Shopping",
traffic,traffico,/traffiko/,"Traffic confound thee, if the gods will not.","Il traffico ti confonde, se gli dei non vogliono.","/il traffiko tɪ konfonde, se ʎɪ dɛːi non voʎono./",A1,Social,"A1,Social",
train,treno,/trɛno/,That’s how you should train.,È così che ci si dovrebbe allenare.,/e kozi ke tʃɪ sɪ dovrɛbːe allenare./,A1,Shopping,"A1,Shopping",
travel,viaggio,/vjadʒːo/,How does it travel about?,Come si sposta?,/kome sɪ spɔsta?/,A1,Travel,"A1,Travel",
tree,albero,/albero/,This is a pine tree.,Questo è un pino.,/kwesto ɛ ʊn pino./,A1,Social,"A1,Social",
trip,viaggio,/vjadʒːo/,"Ever shall it in safety rest, Trip away.","Non potrà mai riposare in sicurezza, inciampare.","/non potra maj ripozare in sikʊretsːa, intʃampare./",A1,Food,"A1,Food",
trousers,pantaloni,/pantalonɪ/,There was a pair of trousers there.,C'era un paio di pantaloni.,/tʃɛra ʊn paio dɪ pantalonɪ./,A1,Shopping,"A1,Shopping",
truck,camion,/kamjon/,"Strawberries and such truck, ” I says.","Fragole e camionette del genere"", dico.","/fraɡole e kamjonetːe del dʒɛnere"", diko./",A1,Shopping,"A1,Shopping",
try,provare,/provare/,"We will try, tomorrow morning.","Ci proveremo, domani mattina.","/tʃɪ proverɛmo, domanɪ matːina./",A1,Food,"A1,Food",
tube,tubo,/tubo/,At that time the tubes were not covered.,All'epoca i tubi non erano coperti.,/allɛpoka i tubɪ non ɛrano kopɛrtɪ./,A1,Shopping,"A1,Shopping",
turkey,tacchino,/takːino/,"Why, here he comes, swelling like a turkey-cock.","Eccolo che arriva, gonfio come un gallo tacchino.","/ɛkːolo ke arɾiva, ɡonfio kome ʊn ɡallo takːino./",A1,Social,"A1,Social",
turn,girare,/dʒirare/,I was afraid to turn.,Avevo paura di girarmi.,/avevo paʊra dɪ dʒirarmɪ./,A1,Social,"A1,Social",
twelve,dodici,/doditʃɪ/,There are twelve kinds of reopening.,Esistono dodici tipi di riapertura.,/ezistono doditʃɪ tipɪ dɪ riapertura./,A1,Time & Quantity,"A1,Time & Quantity",
twenty,venti,/vɛntɪ/,Are you twenty years old?,Hai vent'anni?,/aj ventannɪ?/,A1,Time & Quantity,"A1,Time & Quantity",
twice,due volte,/due vɔlte/,The trumpets have sounded twice.,Le trombe hanno suonato due volte.,/le trombe anno sʊonato due vɔlte./,A1,Grammar,"A1,Grammar",
two,due,/due/,The regular chummage is two-and-six.,Il chummage regolare è di due e sei.,/il tʃʊmmadʒe reɡolare e dɪ due e sɛi./,A1,Time & Quantity,"A1,Time & Quantity",
type,tipo,/tipo/,Ivy is [a type] of longevity.,L'edera è [un tipo] di longevità.,/ledera ɛː [ʊn tipo] dɪ londʒevita./,A1,Social,"A1,Social",
ugly,brutto,/brutːo/,"He is handsome, I am ugly.","Lui è bello, io sono brutta.","/lʊi e bɛllo, io sono brutːa./",A1,Grammar,"A1,Grammar",
umbrella,ombrello,/ombrɛllo/,He helped her off with her jacket and took her hat and umbrella.,La aiutò a togliersi la giacca e le prese il cappello e l'ombrello.,/la ajʊtɔ a toʎersɪ la dʒakːa e le preze il kapːɛllo e lombrɛllo./,A1,Grammar,"A1,Grammar",
uncle,zio,/dzio/,"Where will you sit, uncle?","Dove ti siedi, zio?","/dove tɪ sjedɪ, dzio?/",A1,Social,"A1,Social",
under,sotto,/sotːo/,"Under it, have I said?","Sotto, ho detto?","/sotːo, o detːo?/",A1,Grammar,"A1,Grammar",
underline,sottolineare,/sotːolineare/,We have to underline every important word.,Dobbiamo sottolineare ogni parola importante.,/dobːjamo sotːolineare oɲɲɪ paɾɔla importante./,A1,Social,"A1,Social",
understand,capire,/kapire/,And what do they understand?,E cosa capiscono?,/e kɔza kapiskono?/,A1,Social,"A1,Social",
university,università,/ʊniversita/,Which university do you want to get into?,A quale università vuoi iscriverti?,/a kwale ʊniversita vʊɔi iskrivertɪ?/,A1,Shopping,"A1,Shopping",
until,fino a quando,/fino a kwando/,I will wait until tomorrow.,Aspetterò fino a domani.,/aspetːeɾɔ fino a domanɪ./,A1,,A1,
up,su,/su/,I shall be given up.,Sarò abbandonato.,/saɾɔ abːandonato./,A1,Grammar,"A1,Grammar",
upstairs,al piano superiore,/al pjano sʊperiore/,"Now, will you come upstairs?","Ora, vuoi venire di sopra?","/ora, vʊɔi venire dɪ sopra?/",A1,Grammar,"A1,Grammar",
us,noi,/noi/,What does this tell us?,Cosa ci dice questo?,/kɔza tʃɪ ditʃe kwesto?/,A1,Social,"A1,Social",
use,utilizzo,/ʊtilidzːo/,It was of no use.,Non è servito a nulla.,/non e servito a nulla./,A1,Food,"A1,Food",
useful,utile,/utile/,You are useful to Mrs.,Lei è utile alla signora.,/lɛi e utile alla siɲora./,A1,Grammar,"A1,Grammar",
usually,di solito,/dɪ sɔlito/,One usually does at a ball.,Di solito lo si fa a un ballo.,/dɪ sɔlito lo sɪ fa a ʊn ballo./,A1,Grammar,"A1,Grammar",
vacation,vacanza,/vakantsa/,"Three months' vacation, --how I shall enjoy it!","Tre mesi di vacanza, - come me li godrò!","/tre mɛzɪ dɪ vakantsa, kome me lɪ ɡodrɔ!/",A1,Time & Quantity,"A1,Time & Quantity",
vase,vaso,/vazo/,He went about rapping the shining vases with his knuckles.,Si mise a percuotere i vasi lucenti con le nocche.,/sɪ mize a perkʊɔtere i vazɪ lʊtʃɛntɪ kon le nokːe./,A1,Shopping,"A1,Shopping",
vegetable,vegetale,/vedʒetale/,Will you take any other vegetables?,Prenderà altre verdure?,/prendeɾa altre verdure?/,A1,Food,"A1,Food",
very,molto,/molto/,I was very near it.,Ci sono andato molto vicino.,/tʃɪ sono andato molto vitʃino./,A1,Grammar,"A1,Grammar",
video,video,/video/,We saw the video multiple times.,Abbiamo visto il video più volte.,/abːjamo visto il video pjʊ vɔlte./,A1,Social,"A1,Social",
village,villaggio,/villadʒːo/,He’d see an empty village.,Vedrebbe un villaggio vuoto.,/vedrɛbːe ʊn villadʒːo vʊɔto./,A1,Professional,"A1,Professional",
visit,visita,/vizita/,"Well, I will visit her.","Beh, andrò a trovarla.","/bɛ, andrɔ a trovarla./",A1,Professional,"A1,Professional",
visitor,visitatore,/vizitatore/,This is—a visitor of mine.,Questo è un mio visitatore.,/kwesto ɛ ʊn mio vizitatore./,A1,Social,"A1,Social",
volleyball,pallavolo,/pallavolo/,I know you don't like volleyball.,So che non ti piace la pallavolo.,/sɔ ke non tɪ pjatʃe la pallavolo./,A1,Shopping,"A1,Shopping",
vote,voto,/voto/,I vote you have a men’s four.,Io voto per un quattro maschile.,/io voto per ʊn kwatːro maskile./,A1,Grammar,"A1,Grammar",
wait,attendere,/atːɛndere/,"I can wait, ’ said Ralph.","Posso aspettare"", disse Ralph.","/pɔsso aspetːare"", disse ralf./",A1,Time & Quantity,"A1,Time & Quantity",
waiter,cameriere,/kameriɛre/,"Call the waiters, ’ said the old gentleman.","Chiamate i camerieri"", disse il vecchio signore.","/kjamate i kameriɛrɪ"", disse il vɛkːio siɲore./",A1,Social,"A1,Social",
waitress,cameriera,/kameriɛra/,This is your waitress uniform.,Questa è la tua uniforme da cameriera.,/kwesta ɛ la tʊa ʊniforme da kameriɛra./,A1,Social,"A1,Social",
wake,scia,/ʃia/,You go wake those maids.,Vai a svegliare le cameriere.,/vaj a zveʎare le kameriɛre./,A1,Professional,"A1,Professional",
walk,passeggiata,/passedʒːata/,We had a lovely walk.,Abbiamo fatto una bella passeggiata.,/abːjamo fatːo ʊna bɛlla passedʒːata./,A1,Shopping,"A1,Shopping",
wall,muro,/muro/,Did you run into the wall?,Sei andato a sbattere contro il muro?,/sɛi andato a zbatːere kontro il muro?/,A1,Shopping,"A1,Shopping",
want,desiderare,/deziderare/,And you really want one?,E ne vuoi davvero uno?,/e ne vʊɔi davvero uno?/,A1,Food,"A1,Food",
war,guerra,/ɡwɛrɾa/,Has he any unbraided wares?,Ha merce non intrecciata?,/a mɛrtʃe non intretʃːata?/,A1,Health,"A1,Health",
warm,caldo,/kaldo/,This is a warm-hearted quality.,Si tratta di una qualità calorosa.,/sɪ tratːa dɪ ʊna kwalita kaloroza./,A1,Grammar,"A1,Grammar",
was,è stato,/e stato/,"All right, ’ was the reply.","Va bene"", fu la risposta.","/va bɛne"", fʊ la risposta./",A1,Professional,"A1,Professional",
wash,lavaggio,/lavadʒːo/,You can’t wash yourself this morning.,Stamattina non puoi lavarti.,/stamatːina non pʊɔi lavartɪ./,A1,Shopping,"A1,Shopping",
watch,orologio,/orolodʒo/,I must watch for proof.,Devo guardare per avere una prova.,/dɛvo ɡwardare per avere ʊna prɔva./,A1,Social,"A1,Social",
water,acqua,/akːwa/,"Did you say brandy-and-water, Sir?","Ha detto brandy e acqua, signore?","/a detːo brɛːndɪ e akːwa, siɲore?/",A1,Food,"A1,Food",
way,modo,/mɔdo/,You are going that way?,Stai andando da quella parte?,/staj andando da kwella parte?/,A1,Time & Quantity,"A1,Time & Quantity",
we,noi,/noi/,How happy we should be!,Come dovremmo essere felici!,/kome dovremmo ɛssere felitʃɪ!/,A1,,A1,
wear,usura,/ʊzura/,"I will wear it, sir.","Lo indosserò, signore.","/lo indosseɾɔ, siɲore./",A1,Shopping,"A1,Shopping",
weather,tempo,/tɛmpo/,The June weather was delicious.,Il clima di giugno è stato delizioso.,/il klima dɪ dʒuɲɲo e stato delitsjozo./,A1,Grammar,"A1,Grammar",
website,sito web,/sito wɛb/,Most people start at our website which has the main PG search facility: www.gutenberg.org.,"La maggior parte delle persone inizia dal nostro sito web, che contiene il principale strumento di ricerca per i PG: www.gutenberg.org.","/la madʒːor parte delle persone initsia dal nɔstro sito wɛb, ke kontjɛne il printʃipale strʊmento dɪ ritʃerka per i pidʒi: vʊ vʊ vu.ɡʊtenberɡ.ɔrɡ./",A1,Social,"A1,Social",
week,settimana,/setːimana/,It is a question of weeks.,È una questione di settimane.,/e ʊna kwestjone dɪ setːimane./,A1,Time & Quantity,"A1,Time & Quantity",
weekend,fine settimana,/fine setːimana/,Ziri is rather bored on weekends.,Ziri è piuttosto annoiato nei fine settimana.,/dzirɪ e pjʊtːɔsto annoiato nei fine setːimana./,A1,Time & Quantity,"A1,Time & Quantity",
welcome,benvenuto,/benvenuto/,"You too, are welcome, sir.","Anche lei è il benvenuto, signore.","/anke lɛi e il benvenuto, siɲore./",A1,Social,"A1,Social",
well,bene,/bɛne/,The wells were not covered.,I pozzi non erano coperti.,/i potsːɪ non ɛrano kopɛrtɪ./,A1,Social,"A1,Social",
were,erano,/ɛrano/,"You were right, ’ answered Ralph.","Avevi ragione"", rispose Ralph.","/avevɪ radʒoːne"", rispoze ralf./",A1,Professional,"A1,Professional",
west,ovest,/ɔvest/,"They are here, ” muttered West, very pale.","Sono qui"", mormorò West, molto pallido.","/sono kwi"", mormoɾɔ wɛst, molto pallido./",A1,Social,"A1,Social",
what,cosa,/kɔza/,What are they to me!,Cosa sono per me!,/kɔza sono per me!/,A1,,A1,
wheel,ruota,/rʊɔta/,Is my new pair of wheels finished?,Il mio nuovo paio di ruote è finito?,/il mio nʊɔvo paio dɪ rʊɔte e finito?/,A1,Shopping,"A1,Shopping",
when,quando,/kwando/,When does she come down?,Quando scende?,/kwando ʃɛnde?/,A1,,A1,
where,dove,/dove/,Where have you hid him?,Dove lo avete nascosto?,/dove lo avete naskosto?/,A1,,A1,
which,che,/ke/,Which he never did say.,Cosa che non ha mai detto.,/kɔza ke non a maj detːo./,A1,,A1,
white,bianco,/bjanko/,Red and white varieties are known.,Sono note varietà rosse e bianche.,/sono nɔte varieta rosse e bjanke./,A1,Social,"A1,Social",
who,che,/ke/,Who can help liking it?,Chi può aiutare ad apprezzarlo?,/kɪ pʊɔ ajʊtare ad apːretsːarlo?/,A1,Professional,"A1,Professional",
whose,il cui,/il kuj/,"Gentlemen, Whose fault is this?","Signori, di chi è la colpa?","/siɲorɪ, dɪ kɪ e la kolpa?/",A1,,A1,
why,perché,/perke/,"Why, this IS a surprise!",Questa sì che è una sorpresa!,/kwesta siː ke e ʊna sorpreza!/,A1,Abstract,"A1,Abstract",
wife,moglie,/moʎe/,Shall Kate be my wife?,Kate sarà mia moglie?,/keɪt̪ saɾa mia moʎe?/,A1,Social,"A1,Social",
will,volontà,/volonta/,The wills above be done!,Sia fatta la volontà di cui sopra!,/sia fatːa la volonta dɪ kuj sopra!/,A1,Social,"A1,Social",
win,vincere,/vintʃere/,They shouldn’t be allowed to win.,Non dovrebbe essere permesso loro di vincere.,/non dovrɛbːe ɛssere permesso lɔro dɪ vintʃere./,A1,Shopping,"A1,Shopping",
wind,vento,/vɛnto/,This is a bitter wind!,Questo è un vento amaro!,/kwesto ɛ ʊn vɛnto amaro!/,A1,Social,"A1,Social",
window,finestra,/finɛstra/,They were just visible from her window.,Erano appena visibili dalla sua finestra.,/ɛrano apːena vizibilɪ dalla sʊa finɛstra./,A1,Time & Quantity,"A1,Time & Quantity",
wine,vino,/vino/,Have we no wine here?,Non abbiamo vino qui?,/non abːjamo vino kwi?/,A1,Food,"A1,Food",
winter,inverno,/invɛrno/,The winter grain was frozen in the furrows.,Il grano invernale era congelato nei solchi.,/il ɡrano invernale ɛra kondʒelato nei solkɪ./,A1,Time & Quantity,"A1,Time & Quantity",
wish,desiderio,/dezidɛrio/,He wishes to see you.,Desidera vederla.,/dezidera vedɛrla./,A1,Social,"A1,Social",
with,con,/kon/,"Speculate with it, ’ said Mrs.","Speculare con esso"", ha detto la signora.","/spekʊlare kon esso"", a detːo la siɲora./",A1,,A1,
without,senza,/sɛntsa/,A footstep was heard without.,Si sentì un passo senza.,/sɪ senti ʊn passo sɛntsa./,A1,,A1,
woman,donna,/dɔnna/,Misconduct is a woman’s stain.,La cattiva condotta è una macchia femminile.,/la katːiva kondotːa e ʊna makːia femminile./,A1,Social,"A1,Social",
wonderful,meraviglioso,/meraviʎozo/,It is so passing wonderful!,È un passaggio meraviglioso!,/e ʊn passadʒːo meraviʎozo!/,A1,Grammar,"A1,Grammar",
word,parola,/paɾɔla/,Words are spoken into A.,Le parole vengono pronunciate in A.,/le paɾɔle veŋɡono pronʊntʃate in aː./,A1,Social,"A1,Social",
